# Simulation 1 (Up to date)
# 305 data points written for 54 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (92.7 ft/s)
#
# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s²),Total velocity (ft/s),Total acceleration (ft/s²),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (ft/s²),Latitude (°),Longitude (°),Gravitational acceleration (ft/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (oz),Propellant mass (oz),Longitudinal moment of inertia (lb·ft²),Rotational moment of inertia (lb·ft²),CP location (in),CG location (in),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (ft/s²),Reference length (in),Reference area (in²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (°F),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
10.645,992.28,-21.915,-0.013886,21.941,1.7649,28.712,0.028584,28.712,0.05704,6.7043,1.7649,28.61,-80.6,32.123,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019716,659156,0,12.386,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0030153,NaN,NaN,NaN,NaN,6.3845,55.422,977.39,1112.8,0.5,0.099359
11.145,981.32,-21.93,-0.0306,21.915,0.24878,25.391,0.028416,25.391,0.064121,6.5808,0.2469,28.61,-80.6,32.124,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019693,658567,0,12.362,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029713,NaN,NaN,NaN,NaN,6.5376,55.461,977.78,1112.9,0.5,0.099429
11.645,970.36,-21.908,0.043821,21.944,1.1423,22.243,0.028255,22.243,0.072781,6.0101,1.1415,28.61,-80.6,32.124,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019718,659595,0,12.398,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029673,NaN,NaN,NaN,NaN,5.8046,55.5,978.17,1112.9,0.5,0.099499
12.145,959.4,-21.921,-0.025472,21.911,0.54931,19.169,0.028102,19.169,0.083994,6.2845,0.54872,28.61,-80.6,32.124,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019688,658795,0,12.365,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029387,NaN,NaN,NaN,NaN,6.3866,55.54,978.56,1112.9,0.5,0.099567
12.645,948.44,-21.908,0.025716,21.926,0.72286,15.937,0.027954,15.937,0.1005,6.6457,0.72241,28.61,-80.6,32.124,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.0197,659423,0,12.386,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029525,NaN,NaN,NaN,NaN,6.779,55.579,978.95,1113,0.5,0.09961
13.145,937.49,-21.907,0.0012129,21.915,0.836,12.51,0.027801,12.51,0.12733,7.0637,0.836,28.61,-80.6,32.124,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.01969,659267,0,12.378,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029677,NaN,NaN,NaN,NaN,7.2177,55.618,979.35,1113,0.5,0.099675
13.645,926.54,-21.895,0.02449,21.925,1.2862,9.1384,0.027641,9.1385,0.1733,6.4207,1.2859,28.61,-80.6,32.124,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019698,659723,0,12.393,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029881,NaN,NaN,NaN,NaN,6.1893,55.657,979.74,1113.1,0.5,0.099718
14.145,915.59,-21.878,0.033478,21.936,1.9678,5.6821,0.027481,5.6822,0.2771,7.4045,1.9675,28.61,-80.6,32.124,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019707,660239,0,12.409,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029556,NaN,NaN,NaN,NaN,7.7623,55.696,980.13,1113.1,0.5,0.099808
14.645,904.66,-21.875,0.0073468,21.928,2.1673,2.2508,0.027317,2.251,0.69535,6.3208,2.1673,28.61,-80.6,32.124,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019699,660166,0,12.404,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0030021,NaN,NaN,NaN,NaN,5.9306,55.735,980.52,1113.2,0.5,0.09988
15.145,893.71,-21.906,-0.063012,21.877,0.4375,-0.85547,0.027154,0.8559,178.18,6.1043,0.43294,28.61,-80.6,32.124,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019652,658795,0,12.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029485,NaN,NaN,NaN,NaN,6.0273,55.774,980.91,1113.2,0.5,0.099978
15.645,882.77,-21.876,0.060199,21.922,1.2255,-4.0606,0.027002,4.0607,179.62,6.7163,1.224,28.61,-80.6,32.124,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019692,660337,0,12.406,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029426,NaN,NaN,NaN,NaN,6.9394,55.813,981.3,1113.2,0.5,0.10003
16.145,871.82,-21.894,-0.036292,21.879,0.55793,-7.3492,0.02685,7.3493,179.79,6.438,0.55675,28.61,-80.6,32.124,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019653,659223,0,12.361,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029672,NaN,NaN,NaN,NaN,6.3387,55.852,981.69,1113.3,0.5,0.10012
16.645,860.88,-21.88,0.027477,21.898,0.56503,-10.639,0.026694,10.639,179.86,6.7202,0.56436,28.61,-80.6,32.124,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019669,659947,0,12.386,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029563,NaN,NaN,NaN,NaN,6.8242,55.891,982.08,1113.3,0.5,0.10016
17.145,849.94,-21.884,-0.0074223,21.88,0.065343,-14.007,0.026538,14.007,179.89,6.7526,0.06492,28.61,-80.6,32.124,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019652,659605,0,12.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029679,NaN,NaN,NaN,NaN,6.7663,55.93,982.48,1113.4,0.5,0.1002
17.645,839,-21.872,0.024044,21.891,0.81771,-17.281,0.026379,17.281,179.91,6.3439,0.81736,28.61,-80.6,32.124,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019661,660100,0,12.387,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029699,NaN,NaN,NaN,NaN,6.1981,55.969,982.87,1113.4,0.5,0.10024
18.145,828.06,-21.873,-0.0020309,21.878,0.77518,-20.356,0.026222,20.356,179.93,5.9563,0.77518,28.61,-80.6,32.124,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019649,659890,0,12.376,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029493,NaN,NaN,NaN,NaN,5.818,56.008,983.26,1113.5,0.5,0.10028
18.645,817.13,-21.872,0.0024405,21.873,0.17924,-23.357,0.026073,23.357,179.94,6.046,0.17922,28.61,-80.6,32.124,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019644,659913,0,12.375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029321,NaN,NaN,NaN,NaN,6.0803,56.047,983.65,1113.5,0.5,0.10032
19.145,806.19,-21.866,0.01108,21.874,0.39215,-26.429,0.025929,26.429,179.94,6.242,0.39199,28.61,-80.6,32.124,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019643,660088,0,12.379,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029359,NaN,NaN,NaN,NaN,6.3147,56.086,984.04,1113.5,0.5,0.10036
19.645,795.26,-21.859,0.015008,21.875,0.88705,-29.661,0.025784,29.661,179.95,6.6854,0.88692,28.61,-80.6,32.124,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019644,660297,0,12.384,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029439,NaN,NaN,NaN,NaN,6.8473,56.125,984.43,1113.6,0.5,0.10041
20.145,784.34,-21.844,0.029118,21.885,1.5646,-33.199,0.025632,33.199,179.96,7.4676,1.5643,28.61,-80.6,32.124,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019652,660773,0,12.399,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029637,NaN,NaN,NaN,NaN,7.7508,56.164,984.82,1113.6,0.5,0.10045
20.645,773.41,-21.865,-0.040684,21.845,0.22212,-36.905,0.025468,36.905,179.96,7.3584,0.21837,28.61,-80.6,32.124,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019615,659737,0,12.358,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0030014,NaN,NaN,NaN,NaN,7.3208,56.203,985.21,1113.7,0.5,0.10049
21.145,762.48,-21.85,0.029407,21.865,0.22707,-40.556,0.025296,40.556,179.96,7.2458,0.22516,28.61,-80.6,32.124,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019633,660525,0,12.385,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029981,NaN,NaN,NaN,NaN,7.2072,56.242,985.6,1113.7,0.5,0.10053
21.645,751.55,-21.847,0.0050446,21.856,0.77942,-44.082,0.025122,44.082,179.97,6.8561,0.7794,28.61,-80.6,32.124,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019624,660430,0,12.379,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029905,NaN,NaN,NaN,NaN,6.7177,56.281,985.99,1113.8,0.5,0.10057
22.145,740.63,-21.843,0.0090261,21.855,0.82719,-47.407,0.024953,47.407,179.97,6.4426,0.82714,28.61,-80.6,32.124,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019622,660550,0,12.381,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029706,NaN,NaN,NaN,NaN,6.2956,56.32,986.38,1113.8,0.5,0.10061
22.645,729.71,-21.834,0.017305,21.858,1.1849,-50.776,0.024793,50.776,179.97,7.0349,1.1848,28.61,-80.6,32.124,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019624,660819,0,12.389,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029503,NaN,NaN,NaN,NaN,7.2496,56.359,986.77,1113.8,0.5,0.10065
23.145,718.8,-21.831,0.0056174,21.851,1.28,-54.133,0.024633,54.133,179.97,6.3949,1.28,28.61,-80.6,32.124,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019617,660800,0,12.385,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029779,NaN,NaN,NaN,NaN,6.167,56.398,987.16,1113.9,0.5,0.10069
23.645,707.88,-21.84,-0.01781,21.831,0.049743,-57.337,0.024473,57.337,179.98,6.4182,0.046445,28.61,-80.6,32.124,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019599,660366,0,12.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029467,NaN,NaN,NaN,NaN,6.4284,56.437,987.55,1113.9,0.5,0.10073
24.145,696.96,-21.823,0.034442,21.851,1.0078,-60.672,0.024319,60.672,179.98,6.9218,1.0072,28.61,-80.6,32.124,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019615,661132,0,12.393,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029488,NaN,NaN,NaN,NaN,7.1041,56.476,987.94,1114,0.5,0.10077
24.645,686.05,-21.834,-0.02136,21.823,0.17031,-64.111,0.024162,64.111,179.98,6.8373,0.16896,28.61,-80.6,32.124,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.01959,660466,0,12.365,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029709,NaN,NaN,NaN,NaN,6.8088,56.515,988.34,1114,0.5,0.10081
25.145,675.14,-21.813,0.040681,21.848,1.156,-67.674,0.024,67.674,179.98,7.4149,1.1552,28.61,-80.6,32.124,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019611,661380,0,12.397,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002968,NaN,NaN,NaN,NaN,7.6234,56.553,988.73,1114.1,0.5,0.10085
25.645,664.23,-21.823,-0.019147,21.821,0.8275,-71.278,0.023833,71.278,179.98,7.0013,0.82728,28.61,-80.6,32.124,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019586,660725,0,12.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029949,NaN,NaN,NaN,NaN,6.8547,56.592,989.12,1114.1,0.5,0.1009
26.145,653.32,-21.819,0.0086623,21.823,0.063932,-74.771,0.023663,74.771,179.98,6.9696,0.063342,28.61,-80.6,32.125,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019587,660969,0,12.377,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029748,NaN,NaN,NaN,NaN,6.9601,56.631,989.51,1114.1,0.5,0.10094
26.645,642.41,-21.811,0.015879,21.825,0.79784,-78.156,0.023496,78.156,179.98,6.5708,0.79769,28.61,-80.6,32.125,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019589,661210,0,12.383,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029727,NaN,NaN,NaN,NaN,6.43,56.67,989.9,1114.2,0.5,0.10099
27.145,631.51,-21.805,0.012,21.824,1.1137,-81.302,0.023334,81.302,179.98,6.0139,1.1136,28.61,-80.6,32.125,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019586,661333,0,12.386,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029524,NaN,NaN,NaN,NaN,5.8168,56.709,990.29,1114.2,0.5,0.10104
27.645,620.6,-21.807,-0.0039369,21.812,0.83041,-84.413,0.023182,84.413,179.98,6.4291,0.8304,28.61,-80.6,32.125,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019575,661150,0,12.376,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029263,NaN,NaN,NaN,NaN,6.5796,56.748,990.67,1114.3,0.5,0.10108
28.145,609.7,-21.804,0.0048127,21.809,0.47268,-87.687,0.023033,87.687,179.98,6.6655,0.47265,28.61,-80.6,32.125,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019572,661230,0,12.377,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029452,NaN,NaN,NaN,NaN,6.7518,56.787,991.06,1114.3,0.5,0.10112
28.645,598.8,-21.799,0.0098154,21.808,0.5865,-91.093,0.02288,91.093,179.99,6.9587,0.58642,28.61,-80.6,32.125,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.01957,661367,0,12.379,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029561,NaN,NaN,NaN,NaN,7.0653,56.826,991.45,1114.4,0.5,0.10116
29.145,587.9,-21.798,0.0028265,21.801,0.41101,-94.624,0.02272,94.624,179.99,7.1642,0.411,28.61,-80.6,32.125,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019563,661332,0,12.376,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029698,NaN,NaN,NaN,NaN,7.2394,56.865,991.84,1114.4,0.5,0.1012
29.645,577,-21.788,0.019579,21.807,0.92546,-98.321,0.022555,98.321,179.99,7.6268,0.92526,28.61,-80.6,32.125,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019568,661680,0,12.386,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029801,NaN,NaN,NaN,NaN,7.7935,56.903,992.23,1114.4,0.5,0.10124
30.145,566.11,-21.792,-0.0068961,21.792,0.59463,-102.21,0.022382,102.21,179.99,7.9241,0.59459,28.61,-80.6,32.125,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019553,661392,0,12.373,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0030032,NaN,NaN,NaN,NaN,8.0321,56.942,992.62,1114.5,0.5,0.10128
30.645,555.23,-21.739,0.10433,21.857,2.5036,-105.86,0.022202,105.86,179.99,6.6734,2.5015,28.61,-80.6,32.125,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019611,663538,0,12.451,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0030199,NaN,NaN,NaN,NaN,6.2346,56.981,993.01,1114.5,0.5,0.10132
31.145,544.34,-21.795,-0.11008,21.757,1.2919,-109.03,0.022027,109.03,179.99,6.0298,1.2872,28.61,-80.6,32.125,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.01952,660670,0,12.341,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029486,NaN,NaN,NaN,NaN,5.8012,57.02,993.4,1114.6,0.5,0.10136
31.645,533.45,-21.757,0.075173,21.821,1.5801,-112.25,0.02187,112.25,179.99,6.8189,1.5783,28.61,-80.6,32.125,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019577,662778,0,12.418,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029257,NaN,NaN,NaN,NaN,7.0999,57.059,993.79,1114.6,0.5,0.1014
32.145,522.57,-21.786,-0.058037,21.761,0.62839,-115.73,0.021717,115.73,179.99,7.1317,0.62571,28.61,-80.6,32.125,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019523,661135,0,12.354,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029578,NaN,NaN,NaN,NaN,7.2453,57.098,994.18,1114.7,0.5,0.10144
32.645,511.68,-21.76,0.051335,21.799,1.1327,-119.16,0.021555,119.16,179.99,6.566,1.1315,28.61,-80.6,32.125,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019556,662467,0,12.401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002977,NaN,NaN,NaN,NaN,6.3675,57.136,994.57,1114.7,0.5,0.10148
33.145,500.8,-21.777,-0.032517,21.761,0.32652,-122.4,0.021393,122.4,179.99,6.4035,0.3249,28.61,-80.6,32.125,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019521,661483,0,12.362,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002946,NaN,NaN,NaN,NaN,6.3476,57.175,994.96,1114.7,0.5,0.10152
33.645,489.91,-21.762,0.02936,21.78,0.58859,-125.68,0.021237,125.68,179.99,6.6975,0.58785,28.61,-80.6,32.125,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019538,662225,0,12.387,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029404,NaN,NaN,NaN,NaN,6.8036,57.214,995.35,1114.8,0.5,0.10157
34.145,479.03,-21.765,-0.0057787,21.764,0.47503,-128.97,0.021082,128.97,179.99,6.46,0.475,28.61,-80.6,32.125,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019522,661908,0,12.373,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029525,NaN,NaN,NaN,NaN,6.3775,57.253,995.74,1114.8,0.5,0.10161
34.645,468.15,-21.755,0.020259,21.772,0.84061,-132.09,0.020926,132.09,179.99,6.0398,0.84037,28.61,-80.6,32.125,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019529,662319,0,12.386,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029416,NaN,NaN,NaN,NaN,5.8928,57.292,996.13,1114.9,0.5,0.10165
35.145,457.28,-21.752,0.0055926,21.766,1.015,-135.24,0.020777,135.24,179.99,6.5473,1.015,28.61,-80.6,32.125,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019522,662287,0,12.382,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029213,NaN,NaN,NaN,NaN,6.7289,57.33,996.51,1114.9,0.5,0.1017
35.645,446.4,-21.756,-0.008385,21.752,0.12601,-138.5,0.020627,138.5,179.99,6.4844,0.12573,28.61,-80.6,32.125,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019509,662044,0,12.371,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029441,NaN,NaN,NaN,NaN,6.464,57.369,996.9,1115,0.5,0.10174
36.145,435.52,-21.744,0.024671,21.763,0.83232,-141.84,0.020475,141.84,179.99,6.9004,0.83195,28.61,-80.6,32.125,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019519,662559,0,12.387,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029417,NaN,NaN,NaN,NaN,7.0493,57.408,997.29,1115,0.5,0.10178
36.645,424.65,-21.747,-0.0072869,21.747,0.57429,-145.36,0.020318,145.36,179.99,7.1875,0.57424,28.61,-80.6,32.125,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019503,662236,0,12.373,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029602,NaN,NaN,NaN,NaN,7.291,57.447,997.68,1115,0.5,0.10182
37.145,413.78,-21.732,0.031168,21.763,1.2138,-148.81,0.020154,148.81,179.99,6.5808,1.2134,28.61,-80.6,32.125,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019517,662878,0,12.395,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029752,NaN,NaN,NaN,NaN,6.3687,57.486,998.07,1115.1,0.5,0.10186
37.645,402.91,-21.743,-0.022598,21.735,0.56773,-152.17,0.019991,152.17,179.99,6.8644,0.56728,28.61,-80.6,32.125,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019491,662207,0,12.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029433,NaN,NaN,NaN,NaN,6.9667,57.524,998.46,1115.1,0.5,0.1019
38.145,392.04,-21.732,0.021152,21.747,0.58296,-155.67,0.019831,155.67,179.99,7.1557,0.58258,28.61,-80.6,32.125,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019501,662726,0,12.384,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029584,NaN,NaN,NaN,NaN,7.2603,57.563,998.85,1115.2,0.5,0.10194
38.645,381.19,-21.691,0.083952,21.793,2.4077,-158.95,0.019667,158.95,179.99,5.9526,2.4062,28.61,-80.6,32.125,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019541,664304,0,12.441,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029718,NaN,NaN,NaN,NaN,5.534,57.602,999.24,1115.2,0.5,0.10198
39.145,370.33,-21.75,-0.11934,21.691,0.14912,-161.91,0.01951,161.91,179.99,5.9079,0.089415,28.61,-80.601,32.125,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019449,661353,0,12.328,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029096,NaN,NaN,NaN,NaN,5.8939,57.641,999.62,1115.3,0.5,0.10202
39.645,359.46,-21.711,0.077661,21.757,0.83806,-164.76,0.019366,164.76,179.99,5.4907,0.83446,28.61,-80.601,32.125,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019508,663560,0,12.408,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002915,NaN,NaN,NaN,NaN,5.3462,57.679,1e3,1115.3,0.5,0.10206
